Application Number,Type of Tax Credit Funding,Construction Type,Developer,Housing Type,Project Address,Project Name,Project City,Project Zip Code,Project Phone Number,Project County,California Assembly District,California Senate District,Federal Congressional District,Census Tract,Assessor's Parcel Number (APN),Application Stage,Placed in Service (PIS) Date ,Last Building PIS Date,Total Units,Low Income Units,Number of SRO/Studio Units,Number of 1 Bedroom Units,Number of 2 Bedroom Units,Number of 3 Bedroom Units,Number of 4 Bedroom Units,Number of 5 Bedroom Units,Number of 6 Bedroom Units,Units at or below 20% AMI,Units at or below 30% AMI,Units at 35% AMI,Units at 40% AMI,Units at 45% AMI,Units at 50% AMI,Units at 55% AMI,Units at 60% AMI,Units at 70% AMI,Units at 80% AMI,Owner or Applicant Name,Owner/Applicant Contact,Owner/Applicant Address,Owner/Applicant City,Owner/Applicant State,Owner/Applicant Zip,Owner/Applicant Phone,Owner/Applicant Fax,General Partner (1),General Partner (2),General Partner (3),General Partner (4),General Partner (5),Management Company,Management Company Contact,Management Company Address,Management Company City,Management Company State,Management Company Zip,Management Company Phone,Management Company Fax,Annual Federal Award,Total State Award,,,
CA-2008-827,4 %,New Construction,Nat'l Community Renaissance of CA,Senior,"10355 Mills Ave., Montclair, CA 91763     ",Montclair Senior Housing Project,Montclair,91763,909-399-9540,San Bernardino,52,20,35,3.01,"1009-521-56, 1009-521-57",Placed In Service,11/17/09,11/17/09,85,84,0,84,1,0,0,0,0,,,,,,,,,,,"Montclair Senior Housing Partners, L.P.",Tracy Thomas,9421 Haven Avenue,Rancho Cucamonga,CA,91730,909-483-2444,909-483-2448,San Antonio Gateway Housing Corporation,,,,,National Community Renaissance,Tracy Thomas,9421 Haven Avenue,Rancho Cucamonga,CA,91730,909-483-2444,909-483-2448,"$645,273",$0,,,
CA-2008-828,4 %,Acquisition/Rehab,Volunteers of America National Service,Large Family,"171 Palomar St., Chula Vista, CA 91911     ",Palomar Apartments,Chula Vista,91911,6194266303,San Diego,80,40,51,132.03,6192502200,Placed In Service,9/11/09,09/11/09,168,167,0,16,104,48,0,0,0,,,,,,,,,,,"Palomar VOA Affordable Housing, L.P.",Mary Hillsman,c/o VOA 1660 Duke Street,Alexandria,VA,22314,3035235142,7038428120,"Palomar VOA Affordable Housing, Inc.",,,,,VOA Southwest California,Marie Mckenzi,3530 Camino Del Rio,San Diego,CA,92108,6192828211,6192821300,"$671,402",$0,,,
CA-2008-829,4 %,Acquisition/Rehab,"Star Equities, LLC",At-Risk,"3800 Old HWY 53, Clearlake, CA 95422     ",Ridge Lake Apartments (Site A),Clearlake,95422,707-994-1163,Lake,4,2,3,8.02,"039-560-048, 039-560-580",Placed In Service,10/31/08,10/31/08,91,90,0,40,49,2,0,0,0,,,,,,,,,,,Star-Clearlake Commons Limited Partnership,Michael K. Moore,973 Featherstone Road - Suite 300,Rockford,IL,61107,815-397-3755,815-397-3931,"Clearlake Commons G/P, LLC","WHA - Clearlake Commons G/P, LLC",,,,"Professional Property Management, LLC",Gerald Walters Jr,973 Featherstone Road - Suite 300,Rockford,IL,61107,815-397-3755,815-397-3931,"$302,669",$0,,,
CA-2008-829,4 %,Acquisition/Rehab,,At-Risk,"15160 Austin Dr., Clearlake, CA 95422     ",Ridge Lake Apartments (Site B),Clearlake,95422,707-994-1163,Lake,4,2,3,8.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA-2008-830,4 %,New Construction,"Better Opportunities Builder, Inc.",Large Family,"811 W. California Ave., Fresno, CA 93706     ",Yosemite Village,Fresno,93706,559-840-0286,Fresno,31,14,16,8,"477-040-71ST, 477-040-70ST",Placed In Service,11/18/08,08/28/09,69,68,0,5,14,35,15,0,0,,,,,,,,,,,"YEC Limited, a CA LP",Preston Prince,1331 Fulton Mall,Fresno,CA,93721,559-443-8475,559-445-8981,"Silvercrest, Inc.",Housing Authority of the City of Fresno,,,,"GSF Properties, Inc",Jim Devany,"7355 N. palm Avenue, Suite 105",Fresno,CA,93711,559-440-1974,559-440-0857,"$409,110",$0,,,
CA-2008-831,4 %,Acquisition/Rehab,"Cabouchon Properties, LLC",Large Family,"8 Reardon Rd., San Francisco, CA 94124     ",Reardon Heights,San Francisco,94124,415-648-1910,San Francisco,17,11,12,231.03,"Parcel 52, Block 4700",Placed In Service,12/31/08,12/31/08,82,81,0,30,52,0,0,0,0,,,,,,,,,,,"Reardon Heights Associates, L.P.",Michelle Devaney,9 Pier Suite 105,San Francisco,CA,94111,415-433-2000,415-433-1111,"Cabouchon Properties, LLC",,,,,"FPI Management, Inc.",Jim Collins,800 Iron Point Road,Folsom,CA,95630,916-812-3369,800-306-1157,"$311,595",$0,,,
CA-2008-832,4 %,New Construction,"Pacific Communities, LLC",Large Family,"11907 Waters Way, Truckee, CA 96161     ",Henness Flats (Site A),Truckee,96161,530-587-6225,Nevada,1,1,4,12.06,19-410-19 & 19-410-21,Placed In Service,9/18/07,09/18/07,92,92,0,0,36,56,0,0,0,,,,,,,,,,,"Truckee Pacific Associates, a CA LP",Caleb Roope,"430 E. State Street, Suite 100",Eagle,ID,83616,208-461-0022,208-461-3267,Roope LLC W.R. Spann LLC and Central Valley Coalition,Central Valley Coalition for Affordable Housing,"W R Spann, LLC",,,Cambridge Real Estate Services,Jeff Passadore,PO box 2968,Portland,OR,97208,503-450-0230,503-450-0241,"$1,234,420",$0,,,
CA-2008-832,4 %,New Construction,,Large Family,"10683 Henness Way, Truckee, CA 96161     ",Henness Flats (Site B),Truckee,96161,530-587-6225,Nevada,1,1,4,12.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA-2008-834,4 %,New Construction,Skid Row Housing Trust,SRO,"521 S. San Pedro St., Los Angeles, CA 90013     ",Charles Cobb Apartments,Los Angeles,90013,213-622-0793,Los Angeles,53,30,34,2063,5148-012-009,Placed In Service,3/2/10,03/02/10,76,74,74,2,0,0,0,0,0,,,,,,,,,,,"Charles Cobb Apartments, L.P.",Jo-Anne Cohen,1317 E 7th Street,Los Angeles,CA,90021,213-683-0522,213-683-0781,Skid Row Housing Trust,,,,,SRHT Property Management Company,LaCheryl Porter,1317 E 7th Street,Los Angeles,CA,90021,213-683-0522,212-683-0781,"$763,505",$0,,,
CA-2008-835,4 %,Rehabilitation,Hollywood Community Housing Corp.,Special Needs,"510 S. Alexandria Ave., Los Angeles, CA 90020     ",Alexandria House Apartments,Los Angeles,90020,(213) 387-3611,Los Angeles,53,24,34,2121.02,5502020005,Placed In Service,6/30/09,06/30/09,16,15,8,8,0,0,0,0,0,,,,,,,,,,,"Alexandria House Apartments, LP",Malen Rodriguez,5020 Santa Monica Blvd.,Los Angeles,CA,90029,(323) 454-6212,(323) 454-4681,"Alexandria House Apartments, LLC",Alexandria House,,,,Barker Management Incorporated,Carmen Hernandez,"1101 E. Orangewood, Suite 200",Anaheim,CA,92815,(714) 533-3450,(714) 533-8608,"$142,527",$0,,,
CA-2008-838,4 %,New Construction,Meta Housing Corp.,Large Family,"1011 E. Adams Boulevard, Los Angeles, CA 90011     ",Adams and Central Mixed-Use Development,Los Angeles,90011,213-745-7713,Los Angeles,59,30,40,2264.20,5131-026-001,Placed In Service,2/3/10,02/03/10,80,79,0,14,36,30,0,0,0,,,,,,,,,,,"Adams 935, LP",Leanne Truofreh,"151 Kalmus Drive, Suite J-5",Costa Mesa,CA,92626,714-549-4100,714-549-4600,"Western Community Housing, Inc.","Western Community Housing, Inc.",,,,"Solari Enterprises, Inc.",Gianna Solari,1572 N. Main St.,Orange,CA,92867,714-282-2520,714-282-2521,"$1,122,637",$0,,,
CA-2008-839,4 %,New Construction,Cabrillo Economic Development Corp,Large Family,"236 Main Street, Fillmore, CA 93015     ",Fillmore Central Station Town Home Apartments,Fillmore,93015,805-524-1984,Ventura,37,19,26,3.02,053-0-083-220,Placed In Service,2/17/10,02/17/10,21,20,0,0,2,17,2,0,0,,,,,,,,,,,"Central Station Associates, L.P.",Jesse Ornelas,702 County Square Drive,Ventura,CA,93003,805-659-3791 X:114,805-659-3195,Cabrillo Economic Development Corporation,,,,,CABRILLO ECONOMIC DEVELOPMENT CORPORATION,Jesse Ornelas,702 County Square Drive,Ventura,CA,93003,805-659-3791,805-659-3195,"$389,273",$0,,,
CA-2008-840,4 %,New Construction,"USA Multifamily Development, Inc.",Senior,"2331 Wharton Lane, Roseville, CA 95747     ",Vintage Square at Westpark Senior Apartments,Roseville,95747,916-773-2246,Placer,6,4,4,210.44,490-300-002,Placed In Service,1/1/09,01/01/09,152,150,0,110,42,0,0,0,0,,,,,,,,,,,"Westpark Seniors, L.P.",Kenneth Robertson,3803 E. Casselle Ave,Orange,CA,92869,7146281650,7146281657,Riverside Charitable Corporation,Riverside Charitable Corp.,,,,USA Multifamily Management Inc,Victoria Critchfield,3200 Douglas Blvd. #200,Roseville,CA,95661,9167243855,9167730529,"$947,658",$0,,,
CA-2008-841,4 %,Acquisition/Rehab,Ajax Development Services,Non-Targeted,"624 12th Street, Imperial Beach, CA 91932     ",Beachwind Court,Imperial Beach,91932,760-456-6000,San Diego,78,40,51,105.02,626-230-16-00,Placed In Service,4/13/09,04/13/09,15,15,0,0,14,0,0,1,0,,,,,,,,,,,"Beachwind Court, L.P.",Larry Cortes,"5593 Avenida Encinas, #101",Carlsbad,CA,92008,(760) 456-6000,760-456-6001,"CIC Beachwind, LLC","CIC Beachwind, LLC",,,,ConAm Management Corporation,Cylde Caupa,"3990 Ruffin Road, #100",San Diego,CA,92123,858-614-7238,858-614-7438,"$132,166",$0,,,
CA-2008-843,4 %,Acquisition/Rehab,"Dawson Holdings, Inc.",At-Risk,"5200 Broadway Ave, Sacramento, CA 95820     ",Broadway Senior Apartments,Sacramento,95820,916-456-4731,Sacramento,7,6,6,17,015-0041-009,Placed In Service,12/31/09,12/31/09,120,119,0,112,8,0,0,0,0,,,,,,,,,,,"DHI Broadway Associates, L.P.",Barbara Brack,"300 Turney, Ste 200",Sausalito,CA,94965,415-332-8393x15,415-332-8391,"DHI Broadway Associates, LCC","DHI Groadway Associates, LLC",,,,Sackett Corporation,Gary Sackett,"1555 River Park Dr., #101",Sacramento,CA,95815,916-927-6800,916-927-1493,"$421,414",$0,,,
CA-2008-844,4 %,Acquisition/Rehab,"Dawson Holdings, Inc.",At-Risk,"3151 Notre Dame Drive, Sacramento, CA 95826     ",Casa de Angelo Apartments,Sacramento,95826,916-381-1962,Sacramento,7,6,6,52.04,079-0182-002,Placed In Service,12/31/09,12/31/09,100,99,0,100,0,0,0,0,0,,,,,,,,,,,"DHI Casa de Angelo Associates, L.P.",Barbara Brack,"300 Turney, Ste 200",Sausalito,CA,94965,415-332-8393x15,415-332-8391,Community Resident Services,"DHI Casa de Angelo Associates, LLC",,,,Sackett Corporation,Gary Sackett,"1555 River Park Dr., #101",Sacramento,CA,95815,916-927-6800,916-927-1493,"$363,217",$0,,,
CA-2008-846,4 %,New Construction,Citizens Housing Corp.,Senior,"1720 MacArthur Blvd., Oakland, CA 946021766 ","The Altenheim Senior Housing, Phase 2",Oakland,94602,510-531-6389,Alameda,18,9,13,4049,023-0494-001-07,Placed In Service,3/22/10,08/30/10,81,80,7,73,1,0,0,0,0,,,,,,,,,,,"New Altenheim Partners, L.P.",Linda Mandolini,22645 Grand St.,Hayward,CA,94541,510-582-1460,510-582-6523,"Eden Investments, Inc.",,,,,"Eden Housing Management, Inc.",Cynthia Chew,22645 Grand St.,Hayward,CA,94541,510-247-8115,510-582-6523,"$1,044,055",$0,,,
CA-2008-847,4 %,Acquisition/Rehab,"EAH, Inc.",Senior,"2400 Fair Dr., Napa, CA 94558     ",Rohlffs Concordia Manor/Rohlffs Manor III (Site A),Napa,94558,707-255-9555,Napa,4,3,5,2007.04,"042-420-001, -003, -004, -006, -007, -009, -010, -",Placed In Service,1/1/10,01/01/10,355,351,206,141,8,0,0,0,0,,,,,,,,,,,"EAH Rohlffs Concordia Manor, L.P., a CA LP",Matthew Steinle,2400 Fair Dr,Napa,CA,94558,415-258-1800,415-295-8983,"EAH Bay Area Community, LLC",,,,,EAH,Dianna Ingle,2169 East Francisco Blvd. Suite B,San Rafael,CA,94901,415-258-1800, 415-453-4927,"$726,400",$0,,,
CA-2008-847,4 %,Acquisition/Rehab,,Senior,"2435 Sutherland Dr., Napa, CA 94558     ",Rohlffs Concordia Manor/Rohlffs Manor III (Site B),Napa,94558,707-255-9555,Napa,4,3,5,2007.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA-2008-849,4 %,Rehabilitation,OHDC and C&C,Large Family,"2200 Delaware St., Huntington Beach, CA 92648     ",Pacific Court Apartments,Huntington Beach,92648,(714) 288-7600x220,Orange,74,37,48,993.05,025-121-50,Placed In Service,2/26/10,02/26/10,48,47,0,0,48,0,0,0,0,,,,,,,,,,,"Pacific Court Apartments, LP",Eunice Bobert,414 E. Chapman Avenue,Orange,CA,92866,(714) 771-1439,(714) 771-0394,"OHDC Delaware, LLC","C&C Delaware, LLC",,,,"Advanced Property Services, LLC.",Barry Cottle,"14211 Yorba Street, Suite 200",Tustin,CA,92780,(714)288-7600x220,(714) 505-2314,"$549,794",$0,,,
CA-2008-851,4 %,New Construction,"CORE Affordabel Housing, LLC",Senior,"1820 Main St., Santa Clara, CA 95050     ",Belovida Santa Clara Senior Apartments,Santa Clara,95050,408-615-9654,Santa Clara,25,10,17,5052.02,"224-24-051, 224-24-052 and 224-24-053",Placed In Service,10/14/09,10/14/09,28,27,0,27,1,0,0,0,0,,,,,,,,,,,"Belovida Santa Clara, L.P., a CA LP",Chris Neale,470 S. Mark Street,San Jose,CA,95113,408-292-7841,408-292-0339,"CORE Belovida, LLC","Charities Belovida, LLC",,,,Charties Housing,David Ortega,"1400 Parkmoor Avenue, Ste. 190",San Jose,CA,95126,408-550-8322,408-550-8339,"$353,048","$1,274,896",,,
CA-2008-852,4 %,Acquisition/Rehab,Housing Authority of the County of Santa Clara,Senior,"400 West Rincon Avenue, Campbell, CA 95008     ",Rincon Gardens - A Senior Housing Development,Campbell,95008,(408) 926-9662,Santa Clara,28,15,18,5065.03,305-29-008,Placed In Service,1/1/09,01/01/09,200,198,0,190,10,0,0,0,0,,,,,,,,,,,Rincon Garden Associates LP,Nathan Anderson,505 West Julian Street,San Jose,CA,95110,(408) 975-4647,(408) 975-3847,"Avenida Espana HDC, Inc.",,,,,The John Stewart Company,Cody Glossop,104 Whispering Pines Dr. Suite 200,Scotts Valley,CA,95066,8314385725,8314385737,"$1,391,890",$0,,,
CA-2008-853,4 %,New Construction,National Community Renaissance,Senior,"8989 Mission Blvd., Riverside, CA 92509     ",Mission Village Senior Apartments,Riverside,92509,951-685-2408,Riverside,60,31,41,405.01,,Placed In Service,5/17/10,05/17/10,102,101,0,90,12,0,0,0,0,,,,,,,,,,,"Mission Village Senior Housing Partners, L.P.",Tracy Thomas,9421 Haven Avenue,Rancho Cucamonga,CA,91730,909-483-2444,909-483-2448,Southern California Housing Development Corp. of the Inland Emprie,Workforce Homebuilders LLC,,,,National Community Renaissance,Tracy Thomas,9421 Haven Avenue,Rancho Cucamonga,CA,91730,909-483-2444,909-483-2448,"$653,682",$0,,,
CA-2008-858,4 %,New Construction,BRIDGE Housing Corp.,Large Family,"370 F Street, Colma, CA 94014     ",Trestle Glen,Colma,94014,650-992-5555,San Mateo,19,11,14,6013,008-141-060-7,Placed In Service,12/30/09,12/30/09,119,117,0,28,44,47,0,0,0,,,,,,,,,,,"Trestle Glen Associates, a California LP",Susan Johnson,"600 California Street, Suite 900",San Francisco,CA,94108,4159891111,4154954641,"MCB Family Housing, inc.",,,,,BRIDGE Property Management Company,Joanna Yong,"600 California Street, Suite 900",San Francisco,CA,94108,4153213584,4154954641,"$1,174,241","$4,243,791",,,
CA-2008-859,4 %,New Construction,BRIDGE Housing Corp.,Senior,"3575 Geary Blvd., San Francisco, CA 94118     ",The Coronet,San Francisco,94118,415-387-5100,San Francisco,19,11,12,156,1083-002 & 1084-004,Placed In Service,11/10/10,11/10/10,150,148,28,111,11,0,0,0,0,,,,,,,,,,,"Geary Housing Partners, L.P.",Susan Johnson,"600 California Street, Suite 900",San Francisco,CA,94108,415-989-1111,415-495-4641,"Northpoint Housing, Inc.","Northpoint Housing, Inc.",,,,BRIDGE Property Management Company,Joanna Yong,"600 California Street, Suite 900",San Francisco,CA,94108,415-321-3584,415-495-4641,"$1,620,736","$5,852,656",,,
CA-2008-860,4 %,New Construction,BRIDGE Housing Corp.,Senior,"5600 Third St., San Francisco, CA 94124     ",Armstrong Place Senior Housing,San Francisco,94124,415-822-1260,San Francisco,17,11,12,233,"Block 5421, Lot 13",Placed In Service,8/18/10,08/18/10,116,115,12,103,1,0,0,0,0,,,,,,,,,,,"Armstrong Place Associates, a CA LP",Susan Johnson,"600 California Street, Suite 900",San Francisco,CA,94108,415-989-1111,415-495-4641,"Site K, Inc.",,,,,BRIDGE Property Management Company,Joanna Yong,"600 California Street, Suite 900",San Francisco,CA,94108,415-321-3584,415-495-4641,"$1,118,632",$0,,,
CA-2008-862,4 %,Acquisition/Rehab,"Allied Pacific Development, LLC",At-Risk,"1020 Kloke Ave., Calexico, CA 92231",Calexico Village/Heber II Village (Site A),Calexico,92231,760-357-3547/760-353-2390,Imperial,56,40,51,113,058-180-072-000/154-540-002-000,Placed In Service,7/1/09,07/01/09,60,59,0,12,24,24,0,0,0,,,,,,,,,,,"APD CA RD 2008, LP",David A Beacham,"1700 7th Ave, Ste 2000",Seattle,WA,98101,760-557-1480,760-452-5474,"APD CA RD 2008 Management, LLC",Hearthstone Housing Foundation,,,,Hyder & Company,Steve Margetic,"1649 Capalina Rd, Suite 500",San Marcos,CA,92069,760-591-9737,760-591-9784,"$160,947",$0,,,
CA-2008-862,4 %,Acquisition/Rehab,,At-Risk,"1140 Heber Ave., Heber, CA 92249",Calexico Village/Heber II Village (Site B),Heber,92249,760-357-3547/760-353-2390,Imperial,56,40,51,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CA-2008-863,4 %,New Construction,Corporation for Better Housing,Large Family,"7022 Di Giorgio Road, Lamont, CA 93241     ",Lamont Family Apartments,Lamont,93241,661-325-0919,Kern,32,14,21,64.03,186-200-01,Placed In Service,4/1/09,04/01/09,64,63,0,0,32,32,0,0,0,,,,,,,,,,,"7200 Di Giorgio Rd., L.P.",Lori Koester,5947 Variel Ave,Woodland Hills,CA,91367,818-905-2430,818-905-2440,Corporation for Better Housing,,,,,"CBH Property Management, LLC.",Joanna Ascencio,5947 Variel Ave,Woodland Hills,CA,91367,818-905-2430,818-905-3844,"$609,747",$0,,,
CA-2008-864,4 %,Acquisition/Rehab,(3 Co-Developers),Non-Targeted,"200 Dorsey Dr., Grass Valley, CA 95945     ",Springhill Gardens Apartments,Grass Valley,95945,530-272-4696,Nevada,1,1,1,6,35-260-25 and 35-260-26,Placed In Service,9/1/09,09/01/09,121,120,0,47,60,14,0,0,0,,,,,,,,,,,"Springhill Gardens Associates, L.P.",Ron Tuning,"430 E State Street, Suite 100",Eagle,ID,83616,208-461-0022,208-461-0033,Pacific West Communities,"Roope, LLC",,,,Valley Fair Realty Corporation,M.Woolery,PO Box 988/508 Forbes Ave,Yuba City,CA,95992,530-673-3916 x27,530-673-3946,"$562,137",$0,,,
CA-2008-865,4 %,Acquisition/Rehab,"Allied Pacific Development, LLC",At-Risk,"3655 Sunset Blvd., Rocklin, CA 95677     ",Sunset Street Apartments,Rocklin,95677,916-624-0123,Placer,6,1,4,211.03,010-350-004,Placed In Service,5/1/09,05/01/09,104,102,0,52,48,4,0,0,0,,,,,,,,,,,"Sunset Street Housing Partners, L.P.",David A Beacham,"1700 7th Ave, Ste 2000",Seattle,WA,98101,760-557-1480,760-452-5474,"Sunset Street Housing Management, LLC",Hearthstone Housing Foundation,,,,Hyder & Company,Steve Margetic,"1649 Capalina Rd, Suite 500",San Marcos,CA,92069,760-591-9737,760-591-9784,"$433,284",$0,,,
CA-2008-866,4 %,New Construction,TNDC/CHP,Non-Targeted,"850 Broderick St., San Francisco, CA 94115     ",The Zygmunt Arendt House,San Francisco,94115,4157352700,San Francisco,19,11,12,158.02,"block 1156, lot 023",Placed In Service,1/11/10,01/11/10,47,46,47,0,0,0,0,0,0,,,,,,,,,,,"Arendt House, L.P.",Bhanu Patel,"20 Jones Street, Suite # 200",San Francisco,CA,94102,4158525321,4157492791,CHP Arendt LLC,,,,,Community Housing Partnership,Juana Nunley,"20 Jones Street, Suite # 200",San Francisco,CA,94102,4158525308,4157492791,"$524,433",$0,,,
CA-2008-867,4 %,New Construction,Rural Communities Hsg. Devt. Co.,Non-Targeted,"600 N. Orchard Ave., Ukiah, CA 95482     ",Duane Hill Terrace,Ukiah,95482,707-468-5810,Mendocino,2,2,2,115,002-138-05-00,Placed in Service,12/1/11,12/14/11,32,32,0,10,14,8,0,0,0,,,,,,,,,,,"Clara Court, L.P.",Lois Goforth,499 Leslie Street,Ukiah,CA,95482,707-463-1975,707-463-2252,"Pine Gardens I, Inc.",,,,,Rural Communities Housing Development Corporation,Rebecca Neilson,499 Leslie Street,Ukiah,CA,95482,707-463-1975,707-463-2252,"$370,015",$0,,,
CA-2008-868,4 %,Acquisition/Rehab,Retirement Housing Foundation,Senior,"255 South Hill Street, Los Angeles, CA 90012     ",Angelus Plaza North,Los Angeles,90012,213-623-4352,Los Angeles,53,30,34,2075.02,5149010264,Placed In Service,2/1/10,02/01/10,332,330,0,332,0,0,0,0,0,,,,,,,,,,,"Olive RHF Housing Partners, L.P.",Deborah J. Stouff,911 N. Studebaker Road,Long Beach,CA,90815,562-257-5314,562-430-8543,"Olive RHF Housing Partners, LLC",,,,,"Foundation Property Management, Inc.",Stuart Hartman,911 N. Studebaker Road,Long Beach,CA,90815,562-257-5109,562-342-9524,"$1,695,169",$0,,,
CA-2008-869,4 %,Acquisition/Rehab,Retirement Housing Foundation,Senior,"255 South Hill Street., Los Angeles, CA 90012     ",The Angelus Plaza,Los Angeles,90012,213-623-4352,Los Angeles,53,30,34,2075.02,51149-010-023,Placed In Service,6/30/10,06/30/10,761,757,0,761,0,0,0,0,0,,,,,,,,,,,Hill RHF Housing Partners L.P.,Deborah J. Stouff,911 N. Studebaker Road,Long Beach,CA,90815,562-257-5314,562-430-8543,"Hill RHF Housing Partners, LLC",,,,,"Foundation Property Management, Inc.",Stuart Hartman,911 N. Studebaker Road,Long Beach,CA,90815,562-257-5109,562-342-9524,"$3,609,355",$0,,,
CA-2008-870,4 %,Acquisition/Rehab,Thomas Safran & Associates,Senior,"201 W Regent Street, Inglewood, CA 90301     ",Regent Plaza,Inglewood,90301,310-672-5198,Los Angeles,62,35,43,6012.11,4020-020-028; 4020-020-029; 4020-020-030,Placed In Service,7/1/08,07/01/08,107,104,0,106,1,0,0,0,0,,,,,,,,,,,"Regent Plaza KBS, L.P., a CA LP",Bonnie Young,"2022 South 2100 East, Suite 101",Salt Lake City,UT,84108,8018197989,8018197888,Housing Corporation of America,"KBS Housing, LLC",,,,Thomas Safran & Associates,Jordan Pynes,"11812 San Vicente, Suite 600",Los Angeles,CA,90049,3108204888,3102076986,"$489,296",$0,,,
CA-2008-871,4 %,Acquisition/Rehab,Thomas Safran & Associates,Senior,"1 South Locust Street, Inglewood, CA 90301     ",Inglewood Meadows,Inglewood,90301,310-672-3988,Los Angeles,62,35,43,6010.01,4021-006-029,Placed In Service,7/1/08,07/01/08,199,198,0,198,1,0,0,0,0,,,,,,,,,,,"Inglewood Meadows KBS, L.P., a CA L.P.",Bonnie Young,"2022 South 2100 East, Suite 101",Salt Lake City,UT,84108,801-819-7989,810-819-7888,KBS Housing LLC,"KBS Housing, LLC",,,,Thomas Safran & Associates,Jordan Pynes,"11812 San Vicente, Suite 600",Los Angeles,CA,90049,310-840-4888,310-207-6986,"$912,744",$0,,,
CA-2008-874,4 %,New Construction,"USA Multifamily Development, Inc.",Large Family,"8000 W. Stockton Blvd., Sacramento, CA 95823 ",Copperstone Village I Family Apartments,Sacramento,95823,916-686-1577,Sacramento,9,6,6,96.08,117-1460-033,Placed In Service,8/14/09,08/14/09,103,102,0,30,42,31,0,0,0,,,,,,,,,,,"Copperstone I Family Apartments, LP",Kenneth Robertson,3803 E. Casselle Ave,Orange,CA,92869,7146281650,7146281657,Riverside Charitable Corporation,Riverside Charitable Corporation (MGP),,,,USA Multifamily Management Inc,Victoria Critchfield,3200 Douglas Blvd. #200,Roseville,CA,95661,9167243855,9167730529,"$817,726",$0,,,
CA-2008-876,4 %,New Construction,National Community Renaissance,Large Family,"10220 Foothill Boulevard, Rancho Cucamonga, CA 91730     ",Villaggio on Route 66,Rancho Cucamonga,91730,909-466-6250,San Bernardino,40,23,31,20.28,"1077-601-02, 1077-601-03, 1077-601-04",Placed In Service,8/4/09,10/28/09,166,131,0,0,104,62,0,0,0,,,,,,,,,,,"Rancho Workforce Housing, L.P.",Tracy Thomas,9421 Haven Avenue,Rancho Cucamonga,CA,91730,909-483-2444,909-483-2448,Southern California Housing Development Corporation of the Inland Empire,"Workforce Homebuilders, LLC",,,,National Community Renaissance,Tracy Thomas,9421 Haven Avenue,Rancho Cucamonga,CA,91730,909-483-2444,909-483-2448,"$918,196",$0,,,
